text,label
"<sent-1> article 366
(1) a pledgee may directly collect the claim that is the subject matter of the pledge.
(2) if monies are the subject matter of a pledged claim, the pledgee may collect the same to the extent of the portion that corresponds to the amount of the pledgee's own claim.
(3) if the due date of the pledged claim referred to in the preceding paragraph arrives prior to the due date of the claim of the pledgee, the pledgee may have the third party obligor deposit with official depository that amount to be paid to the pledgee.in this case, the pledge exists over the amount so deposited.
(4) if the subject matter of the pledged claim is not monies, the pledgee has the pledge over the thing received for the satisfaction of the claim.<sent-1> <sent-2> if monetary claim is the subject matter of a pledged claim, the pledgee may collect the entire amount of the such monetary claim notwithstanding the amount of the pledgee's own claim.<sent-2>",0
"<sent-1> article 394
(1) a mortgagee may receive payment from assets other than the mortgaged immovables only for the portion of that mortgagee's claim that is not paid from the proceeds of the relevant mortgaged immovables.
(2) the provisions of the preceding paragraph do not apply if the proceeds of other assets are to be distributed prior to the proceeds of the mortgaged immovables. in these cases, each other obligee may demand that the amount to be distributed to the mortgagee be deposited in order to have the mortgagee receive payment under the provisions of that paragraph.<sent-1> <sent-2> in the case where the proceeds of other assets are to be distributed prior to the proceeds of the auction as the execution of mortgage, each other obligee may demand that the amount to be distributed to the mortgagee be deposited.<sent-2>",1
"<sent-1> article 398-22
(1) if the amount of the obligations currently in existence after the principal is crystallized exceeds the maximum amount of a revolving mortgage, the person that created the revolving mortgage to secure the obligations of another person or a third party that has acquired ownership, superficies, farming rights, or a lease that can be duly asserted against any third party with respect to the mortgaged immovables may request the extinguishment of that revolving mortgage on paying or depositing with an official depository an amount equivalent to that maximum amount.in this case, that payment or deposit has the effect of performance of the obligation.
(2) a revolving mortgage that has been registered pursuant to article 398-16 is extinguished if the request for extinguishment referred to in the preceding paragraph is made with respect to one immovable property.
(3) the provisions of articles 380 and 381 apply mutatis mutandis to the requests for extinguishment under paragraph (1).<sent-1> <sent-2> if the amount of the obligations actually in existence after the principal is fixed exceeds the maximum amount of the revolving mortgage, a person who created his/her revolving mortgage to secure obligations of others may request the extinction of that revolving mortgage by tendering or depositing an amount equivalent to that maximum amount.<sent-2>",1
"<sent-1> article 339
statutory liens registered in accordance with the provisions of the preceding two articles may be exercised prior to mortgages.
article 341
beyond what is provided for in this section, the provisions regarding mortgages apply mutatis mutandis to the effects of statutory liens, provided that it is not inconsistent with the nature of the same.<sent-1> <sent-2> a holder of statutory lien for the sales of the immovable property who has registration of such statutory lien may exercise statutory lien prior to mortgages, regardless of the chronological order of the registraiton.<sent-2>",0
"<sent-1> article 333
statutory liens may not be exercised against the movables that are the subject matter of the same after the obligors have delivered those movables to third party acquirers.<sent-1> <sent-2> statutory liens for sale of movables may not be exercised with respect to the movable that are the subject matter of the same after the obligors have delivered those movables to third-party acquirers.<sent-2>",1
"<sent-1> article 308
statutory liens for employer-employee relationships exist with respect to salaries and other claims that arise from the employer-employee relationship between the obligor and the employee.<sent-1> <sent-2> statutory liens for employer-employee relationships shall exist with respect to salaries and other claims that arose under the employer-employee relationship between the obligor and his/her employee.<sent-2>",1
"<sent-1> article 336
general statutory liens may be duly asserted against obligees without special security, even if the liens are not registered with respect to the relevant immovables;provided, however, that this does not apply to registered third parties.<sent-1> <sent-2> a holder of general statutory liens shall have the rights to have his/her own claim satisfied prior to other obligees who has the registration of statutory liens for sales of immovable properties even if the liens are not registered with respect to the relevant immovable property.<sent-2>",0
"<sent-1> article 499
a person that has performed the obligation for the benefit of the obligor is subrogated to the claim of the obligee.
article 500
the provisions of article 467
apply mutatis mutandis in the case referred to in the preceding article (unless a person with a legitimate interest in making performance is subrogated to the claim of the obligee).<sent-1> <sent-2> in the case where the first mortgage and the second mortgage were created on the same real property of the obligor, if the obligor pay the obligation which was secured by the first mortgage, the obligor shall obtain the first mortgage by subrogation by performance.<sent-2>",0
"<sent-1> article 398-3
(1) a revolving mortgagee may exercise the relevant revolving mortgage up to the maximum amount with respect to all of crystallized principal as well as periodic payments including interest and compensation for loss or damage resulting from failure to perform obligations.
(2) if a claim under a negotiable instrument or check or electronically recorded monetary claim acquired from causes other than the transactions with the obligor is agreed to be treated as a claim to be secured by a revolving mortgage, and any of the following grounds exist, that revolving mortgage may be exercised only with respect to claims acquired before those grounds arose;provided, however, that even with respect to claims acquired after the grounds arose, the exercise of the revolving mortgage is not precluded as far as the claims were acquired without knowledge of those grounds:
(i) the suspension of payments by the obligor;
(ii) a petition to commence bankruptcy proceeding, the commencement of rehabilitation proceeding, the commencement of reorganization proceeding or the commencement for special liquidation with respect to the obligor; or
(iii) a petition for commencement of auction procedure in relation to a mortgaged immovables or attachment for disposition of delinquency.<sent-1> <sent-2> a revolving mortgagee may exercise his/her revolving mortgage up to the maximum amount with respect to all fixed payments of principal as well as periodical payments including interest and compensation for damages resulting from failure to perform obligations.<sent-2>",1
"<sent-1> article 370
a mortgage extends to the things that form an integral part of the immovables that are the subject matter of the mortgage (hereinafter referred to as ""mortgaged immovables"") except for buildings on the mortgaged land; provided, however, that this does not apply if the act establishing the mortgage provides otherwise or the rescission of fraudulent act may be demanded as prescribed in article 424, paragraph (3) with regard to the act of the obligor.<sent-1> <sent-2> a mortgage shall extend to the buildings on the mortgaged land as long as the mortgage provides otherwise.<sent-2>",0
"<sent-1> article 499
a person that has performed the obligation for the benefit of the obligor is subrogated to the claim of the obligee.
article 500
the provisions of article 467
apply mutatis mutandis in the case referred to in the preceding article (unless a person with a legitimate interest in making performance is subrogated to the claim of the obligee).
article 501
(1) a person that is subrogated to the claim of the obligee pursuant to the provisions of the preceding two articles may exercise any and all rights possessed by the obligee as the effect of, and as a security for, the claim held by the obligee.
(2) the exercise of rights under the provisions of the preceding paragraph is allowed only to the extent that the person that is subrogated to the claim of the obligee is entitled to seek reimbursement from the obligor based on the person's own rights (if one of the guarantors is subrogated to the claim of the obligee in relation to other guarantors, only to the extent that the guarantor is entitled to seek reimbursement from the other guarantors based on that guarantor's own rights).
(3) in the case referred to in paragraph (1), the following provisions apply in addition to the provisions of the preceding paragraph:
(i) a third party acquirer (meaning a person that has acquired from the obligor the property that is the subject of security; hereinafter the same applies in this paragraph) is not subrogated to the claim of the obligee in relation to any guarantors or third-party collateral providers;
(ii) one of the third party acquirers is subrogated to the claim of the obligee in relation to other third party acquirers in proportion to the price of each property;
(iii) the provisions of the preceding item apply mutatis mutandis if one of the third-party collateral providers is subrogated to the claim of the obligee in relation to other third-party collateral providers;
(iv) between a guarantor and a third-party collateral provider, the subrogation to the claim of the obligee is effected depending on the number of these persons involved;provided, however, that if there are two or more third-party collateral providers, they are subrogated to the claim of the obligee in proportion to the price of each property with respect to the amount which remains after deduction of the share of the guarantor; and
(v) a person that has acquired from a third party acquirer the property that is the subject of security is deemed to be a third party acquirer, and the provisions of items (i) and (ii) apply thereto; and a person that has acquired from a third-party collateral provider the property that is the subject of security is deemed to be a third-party collateral provider, and the provisions of items (i) and (iii) and the preceding item apply thereto.<sent-1> <sent-2> in the case where a third person mortgagor owns both of land x and land y which a joint mortgage is taken out on, if the obligation ceased to exist by distributing the value of land x ahead, the third person mortgagor may exercise the mortgage took out on land y to within the right to indemnification to the obligator.<sent-2>",1
"<sent-1> article 501
(1) a person that is subrogated to the claim of the obligee pursuant to the provisions of the preceding two articles may exercise any and all rights possessed by the obligee as the effect of, and as a security for, the claim held by the obligee.
(2) the exercise of rights under the provisions of the preceding paragraph is allowed only to the extent that the person that is subrogated to the claim of the obligee is entitled to seek reimbursement from the obligor based on the person's own rights (if one of the guarantors is subrogated to the claim of the obligee in relation to other guarantors, only to the extent that the guarantor is entitled to seek reimbursement from the other guarantors based on that guarantor's own rights).
(3) in the case referred to in paragraph (1), the following provisions apply in addition to the provisions of the preceding paragraph:
(i) a third party acquirer (meaning a person that has acquired from the obligor the property that is the subject of security; hereinafter the same applies in this paragraph) is not subrogated to the claim of the obligee in relation to any guarantors or third-party collateral providers;
(ii) one of the third party acquirers is subrogated to the claim of the obligee in relation to other third party acquirers in proportion to the price of each property;
(iii) the provisions of the preceding item apply mutatis mutandis if one of the third-party collateral providers is subrogated to the claim of the obligee in relation to other third-party collateral providers;
(iv) between a guarantor and a third-party collateral provider, the subrogation to the claim of the obligee is effected depending on the number of these persons involved;provided, however, that if there are two or more third-party collateral providers, they are subrogated to the claim of the obligee in proportion to the price of each property with respect to the amount which remains after deduction of the share of the guarantor; and
(v) a person that has acquired from a third party acquirer the property that is the subject of security is deemed to be a third party acquirer, and the provisions of items (i) and (ii) apply thereto; and a person that has acquired from a third-party collateral provider the property that is the subject of security is deemed to be a third-party collateral provider, and the provisions of items (i) and (iii) and the preceding item apply thereto.<sent-1> <sent-2> in the case where there is a guarantor on an obligation and a mortgage is taken out on land x which a third party mortgagor owns for the same obligation, if the guarantor performed and extinguished the guarantee obligation, he/she exercise the mortgage for the full amount of the right to reimbursement to an obligor.<sent-2>",0
"<sent-1> article 504
(1) if there is a person that has legitimate interest in performing an obligation (hereinafter referred to as a ""person entitled to subrogation"" in this paragraph), and the obligee causes the security thereof to be lost or diminished intentionally or negligently, the person entitled to subrogation is relieved from responsibility to the extent that that person can no longer seek the reimbursement due to the loss or diminution in the security available upon subrogation. if the person entitled to subrogation is a third-party collateral provider, the same applies to a third party that has acquired from the person entitled to subrogation the property that is the subject of security and to the specific successor thereof.
(2) the provisions of the preceding paragraph do not apply if the obligee is found to have reasonable grounds in light of the common sense in the transaction for causing the security to be lost or diminished.<sent-1> <sent-2> in the case where there is a guarantor on an obligation and a mortgage is taken out on land x which an obligor owns for the same obligation, if the guarantor performed the guarantee obligation after an obligee wavied the mortgage, the guarantee may exercise the mortgage as it is not wavied.<sent-2>",0
"<sent-1> article 417
unless a particular intention is manifested, the amount of the compensation for loss or damage is determined with reference to monetary value.<sent-1> <sent-2> regardless of whether there is other agreement, the amount of the damages of non-performance shall be determined with reference to monetary value.<sent-2>",0
"<sent-1> article 419
(1) the amount of the compensation for loss or damage for failure to perform an obligation to deliver money is determined with reference to the statutory interest rate as of the time when the obligor first assumes the responsibility for the delay;provided, however, that if the agreed-upon interest rate exceeds the statutory interest rate, the agreed-upon interest rate prevails.
(2) the obligee is not be required to prove loss or damage with respect to the compensation for loss or damage referred to in the preceding paragraph.
(3) the obligor may not raise the defense of force majeure with respect to the compensation for loss or damage referred to in paragraph (1).<sent-1> <sent-2> the obligor shall take on responsibilities which arise from default of monetary debt unless he/she may raise the defense of force majeure.<sent-2>",0
"<sent-1> article 420
(1) the parties may agree on the amount of liquidated damages with respect to the failure to perform the obligation.
(2) the agreement on liquidated damages do not preclude the request for performance or the exercise of the cancellation right.
(3) a penalty is presumed to constitute liquidated damages.<sent-1> <sent-2> in the case where the parties agree on the amount of the liquidated damages with respect to the failure to perform the obligation, the court only may increase the amount thereof but may not decrease the amount thereof.<sent-2>",0
"<sent-1> article 420
(1) the parties may agree on the amount of liquidated damages with respect to the failure to perform the obligation.
(2) the agreement on liquidated damages do not preclude the request for performance or the exercise of the cancellation right.
(3) a penalty is presumed to constitute liquidated damages.<sent-1> <sent-2> even if the parties agree on the amount of the liquidated damages with respect to the failure to perform the obligation, the agreement shall not preclude the exercise of the cancellation right.<sent-2>",1
"<sent-1> article 496
(1) as long as the obligee does not accept the deposit, or the judgment which pronounces that the deposit is effective does not become final and binding, the performer may recover the deposited thingy. in such case, it is deemed that no deposit has been effected.
(2) the provisions of the preceding paragraph do not apply in cases any pledge or mortgage has been extinguished due to the deposit.<sent-1> <sent-2> in the case where a mortgage extinguished because the object of performance was deposited, a person who deposited may not recover the deposited property even before an obligee accepts it.<sent-2>",1
"<sent-1> article 506
(1) set-offs are effected through the manifestation of one party's intention to the other. in such a case, no condition or time limit may be added to the manifestation of intention.
(2) a manifestation of intention as referred to in the preceding paragraph is effective retroactive to the time when the obligations of both parties became eligible to be set-off.<sent-1> <sent-2> a condition may be added to manifestation of set-offs.<sent-2>",0
"<sent-1> article 519
if an obligee manifests the intention to release an obligor from an obligation to that obligor, the obligee's claim is extinguished.<sent-1> <sent-2> an obligee may not release an obligation without an obligor's consent.<sent-2>",0
"<sent-1> article 564
the provisions of the preceding two articles do not preclude the buyer from claiming compensation for loss or damage pursuant to the provisions of article 415
or exercising the right to cancel pursuant to the provisions of articles 541 and 542.
article 541
if one of the parties does not perform that party's obligation, and the other party demands performance of that obligation, specifying a reasonable period of time, but no performance is completed during that period, the other party may cancel the contract;provided, however, that this does not apply if the non-performance of the obligations upon the passage of the period is minor in light of the contract and the common sense in the transaction.
article 542
(1) in the following cases, the obligee may immediately cancel the contract without making the demand referred to in the preceding article:
(i) if the performance of the whole of the obligation is impossible;
(ii) if the obligor unequivocally manifests the intention to refuse to perform the obligation in whole;
(iii) if the performance of part of the obligation is impossible, or if the obligor clearly manifests the intention to refuse to perform part of the obligation and the purpose of the contract cannot be achieved by the performance of the remaining part of the obligation;
(iv) if, due to the nature of the contract or a manifestation of intention by the parties, the purpose of the contract cannot be achieved unless the obligation is performed at a specific time on a specific date or within a certain period of time, and the obligor fails to perform the obligation at that time or before that period of time expires; or
(v) beyond the cases set forth in the preceding items, if the obligor does not perform the obligation and it is obvious that the obligor is unlikely to perform the obligation to the extent necessary to achieve the purpose of the contract even if the obligee makes the demand referred to in the preceding article.
(2) in the following cases, the obligee may immediately cancel a part of the contract without making the demand referred to in the preceding article:
(i) the performance of the part of the obligation is impossible; or
(ii) the obligor clearly manifests the intention to refuse to perform the part of the obligation.<sent-1> <sent-2> in cases where the seller, at the moment of the contract, does not know that the land the seller has sold do not belong to him/her, even if the seller cannot acquire the land and transfer the same to the buyer, the seller may cancel the contract.<sent-2>",0
"<sent-1> article 562
(1) if the subject matter delivered to the buyer does not conform to the terms of the contract with respect to the kind, quality or quantity, the buyer may demand that the seller cure the non-conformity of performance by repairing the subject matter, delivering the substitute or delivering the replenishment;provided, however, that the seller may cure the non-conformity of performance by a method that is different from the method demanded by the buyer if it does not impose any undue burden on the buyer.
(2) if the non-conformity referred to in the preceding paragraph is due to grounds attributable to the buyer, the buyer may not demand that the seller cure the non-conformity of performance under the provisions of that paragraph.
article 563
(1) in the case prescribed in the main clause of paragraph (1) of the preceding article, if the buyer demands that the seller cure the non-conformity of performance by specifying a reasonable period of time but the non-conformity of performance is not cured within that period, the buyer may request a reduction of the price in proportion to the degree of non-conformity.
(2) notwithstanding the provisions of the preceding paragraph, in the following cases, a buyer in good faith may request a reduction of the price immediately without making demand referred to in that paragraph:
(i) if it is impossible to cure the non-conformity of performance;
(ii) if the seller unequivocally manifests the intention to refuse to cure the non-conformity of performance;
(iii) if, due to the nature of the contract or a manifestation of intention by the parties, the purpose of the contract is unable to be achieved unless the performance is carried out at a specific time on a specific date or within a certain period of time, and the seller fails to cure the non-conformity of the performance at the time or before the period expires; or
(iv) beyond the cases set forth in the preceding items, it is obvious that the seller is unlikely to cure the non-conformity of the performance even if the buyer makes the demand referred to in the preceding paragraph.
(3) if the non-conformity referred to in paragraph (1) is due to grounds attributable to the buyer, the buyer may not request a reduction of the price under the provisions of the preceding two paragraphs.<sent-1> <sent-2> a buyer may demand a reduction of the purchase money in proportion to the value of the part in shortage in cases where part of a real estate  was already lost at the time of the contract, if the buyer did not know the fact of the loss.<sent-2>",1
"<sent-1> article 566
if the subject matter delivered by the seller to the buyer does not conform to the terms of the contract with respect to the kind or quality, and the buyer fails to notify the seller of the non-conformity within one year from the time when the buyer becomes aware of it, the buyer may not demand cure of the non-conformity of performance, demand a reduction of the price, claim compensation for loss or damage, or cancel the contract, on the grounds of the non-conformity;provided, however, that this does not apply if the seller knew or did not know due to gross negligence the non-conformity at the time of the delivery.<sent-1> <sent-2> in cases where an easement that was referred to as being in existence for the benefit of a land that is the subject matter of a sale, does not exist, the cancellation of the contract must be made within one year from the time when the buyer comes to know the facts.<sent-2>",0
"<sent-1> article 568
(1) the successful bidder at an auction based on the provisions of the civil execution act and other laws (hereinafter referred to as an ""auction"" in this article) may cancel the contract or demand a reduction of the price against the obligor pursuant to the provisions of articles 541 and 542 and the provisions of article 563
(including as applied mutatis mutandis pursuant to article 565).
(2) in the cases referred to in the preceding paragraph, if the obligor is insolvent, the successful bidder may demand total or partial reimbursement of the proceeds against the obligees that received the distribution of the proceeds.
(3) in the cases set forth in the preceding two paragraphs, if obligors knew of the absence of the object or right and did not disclose the same, or if obligees knew of the absence but demanded an auction, the successful bidder may claim compensation for loss or damage against those persons.
(4) the provisions of the preceding three paragraphs do not apply to the non-conformity with respect to the kind or quality of the subject matter of an auction.
article 565
the provisions of the preceding three articles apply mutatis mutandis if the right transferred by the seller to the buyer does not conform to the terms of the contract (including the case in which the seller fails to transfer part of a right that belongs to another person).
article 564
the provisions of the preceding two articles do not preclude the buyer from claiming compensation for loss or damage pursuant to the provisions of article 415
or exercising the right to cancel pursuant to the provisions of articles 541 and 542.
article 541
if one of the parties does not perform that party's obligation, and the other party demands performance of that obligation, specifying a reasonable period of time, but no performance is completed during that period, the other party may cancel the contract;provided, however, that this does not apply if the non-performance of the obligations upon the passage of the period is minor in light of the contract and the common sense in the transaction.
article 542
(1) in the following cases, the obligee may immediately cancel the contract without making the demand referred to in the preceding article:
(i) if the performance of the whole of the obligation is impossible;
(ii) if the obligor unequivocally manifests the intention to refuse to perform the obligation in whole;
(iii) if the performance of part of the obligation is impossible, or if the obligor clearly manifests the intention to refuse to perform part of the obligation and the purpose of the contract cannot be achieved by the performance of the remaining part of the obligation;
(iv) if, due to the nature of the contract or a manifestation of intention by the parties, the purpose of the contract cannot be achieved unless the obligation is performed at a specific time on a specific date or within a certain period of time, and the obligor fails to perform the obligation at that time or before that period of time expires; or
(v) beyond the cases set forth in the preceding items, if the obligor does not perform the obligation and it is obvious that the obligor is unlikely to perform the obligation to the extent necessary to achieve the purpose of the contract even if the obligee makes the demand referred to in the preceding article.
(2) in the following cases, the obligee may immediately cancel a part of the contract without making the demand referred to in the preceding article:
(i) the performance of the part of the obligation is impossible; or
(ii) the obligor clearly manifests the intention to refuse to perform the part of the obligation.<sent-1> <sent-2> in the case where the object of compulsory auction is retained by the right of retention, the successful bidder may not cancel the contract, even if he/she did not know the fact and cannot achieve the purpose of the purchase because of the right of retention.<sent-2>",0
"<sent-1> article 651
(1) a mandate may be cancelled by either party at any time.
(2) in the following cases, a party that has cancelled a mandate pursuant to the provisions of the preceding paragraph must compensate for damage suffered by the other party;provided, however, that this does not apply if there was a compelling reason for the cancellation:
(i) if the party cancels the mandate at a time that is detrimental to the other party; or
(ii) if the mandator cancels the mandate for which the purpose includes the interests for the mandatary (excluding the profit to be obtained exclusively by receiving remuneration).<sent-1> <sent-2> a mandate shall not be canceled by a mandatary unless an anavoidable reason to do so.<sent-2>",0
"<sent-1> article 645
a mandatary must, if so requested by the mandator, report the current status of the administration of the mandated business at any time, and must report the process and results without delay upon termination of the mandate.<sent-1> <sent-2> a mandatary must, if so requested by the mandator, report the current status of the administration of the mandated business at any time.<sent-2>",1
"<sent-1> article 655
the grounds of termination of mandate may not be asserted against the other party unless the other party was notified of or knew of the same.
article 653
a mandate terminates when:
(i) the mandator or mandatary dies;
(ii) the mandator or mandatary is subject to an order commencing bankruptcy proceeding;
(iii) the mandatary is subject to a decision for the commencement of guardianship.<sent-1> <sent-2> even if a mandator died, an heir of the mandator may not assert termination of mandate by death of the mandator against a mandatary, when the mandatary was not notified of or did not know of the same.<sent-2>",1
"<sent-1> article 648
(1) in the absence of any special agreements, the mandatary may not claim remuneration from the mandator.
(2) if a mandatary is to receive remuneration, the mandatary may not claim this until after having performed the mandated business;provided, however, that if the remuneration is specified with reference to period, the provisions of article 624, paragraph (2) apply mutatis mutandis.
(3) in the following cases, the mandatary may demand remuneration in proportion to the performance already completed:
(i) if the mandatary is no longer able to perform the mandated business due to any grounds not attributable to the mandator; or
(ii) if the mandate is terminated during the course of performance.<sent-1> <sent-2> in the case where there is a special agreement that the mandatary may claim remuneration from the mandator, if the mandate terminates during performance due to reasons not attributable to the mandatary, the mandatary may demand remuneration in proportion to the performance already completed.<sent-2>",1
"<sent-1> article 650
(1) if the mandatary has expended costs found to be necessary for the administration of the mandated business, the mandatary may claim reimbursement of those costs from the mandator and any interest on the same from the day the costs were expended.
(2) if the mandatary has borne any obligation found to be necessary for the administration of the mandated business, the mandatary may demand that the mandator perform the obligation on the mandatary's behalf. in such cases, if the obligation has not yet fallen due, the mandatary may require the mandator to tender reasonable security.
(3) if a mandatary incurs loss or damage that is not due to the negligence of the mandatary in order to administer the mandated business, the mandatary may claim compensation for this from the mandator.<sent-1> <sent-2> if the mandatary has incurred any obligation found to be necessary for the administration of the mandated business, the mandatary may demand that the mandator perform the obligation on the mandatary's behalf.<sent-2>",1
"<sent-1> article 663
(1) if the parties have not specified the timing of the return of the bailed thing, the bailee may return the same at any time.
(2) if the timing of the return is specified, the bailee may not return the deposited thing prior to the due date unless there is a compelling reason to do so.<sent-1> <sent-2> even if the due date of the return is specified in an onerous deposit contract, the depositary may return the deposited goods prior to the due date by refunding a storage fee.<sent-2>",0
"<sent-1> article 660
(1) if a third party claiming rights with respect to the bailed thing has filed a lawsuit against the bailee, or has effected an attachment, provisional seizure, or provisional disposition, the bailee must notify the bailor of that fact without delay;provided, however, that this does not apply if the bailor already knows it.
(2) even if a third party claims a right for the bailed thing, the bailee must return the bailed thing to the bailor unless the bailor gives instructions to the contrary;provided, however, that this does not apply if the bailee notifies the bailor in advance as referred to in the preceding paragraph or is not required to notify pursuant to the provisions of the proviso to that paragraph, and the bailee delivers the bailed thing to a third party based on a final and binding judgment (including anything that has the same effect as a final and binding judgment) ordering the delivery of the bailed thing to that third party.
(3) if the bailee is required to return the bailed thing to the bailor pursuant to the provisions of the preceding paragraph, the bailee is not liable to compensate any damage sustained by a third party due to the delivery of the bailed thing to the bailor.<sent-1> <sent-2> if a third party asserting rights with respect to the thing deposited has brought a lawsuit against the depositary, the depositary must notify the depositor of that fact without delay.<sent-2>",1
"<sent-1> article 661
the bailor must compensate the bailee for damage that occur due to the nature of or defects in the bailed things;provided, however, that this does not apply if the bailor did not, without negligence, know of such nature or defect, or the bailee knew of the same.<sent-1> <sent-2> the depositor must compensate the depositary for damages that occur due to the defects in the thing deposited; provided, however, that this shall not apply if the depositor did not, without negligence, know of such defect, or the depositary knew of the same.<sent-2>",1
"<sent-1> article 676
(1) if a partner has disposed of the interest of the partner with respect to the partnership property, that partner may not duly assert that disposition against the partnership or third parties that had dealings with the partnership.
(2) a partner may not independently exercise the rights with regard to a claim that is included in the partnership property based on that partner's interest in the claim.
(3) a partner may not seek the division of the partnership property before liquidation.<sent-1> <sent-2> a partner may not seek the division of the partnership property before the same is liquidated.<sent-2>",1
"<sent-1> article 624
(1) an employee may not demand remuneration until the work the employee promised to perform has been completed.
(2) remuneration specified with reference to a period may be claimed after the passage of that period.<sent-1> <sent-2> in a contract of employment, remuneration specified with reference to a period may be claimed on the expiration of that period.<sent-2>",1
"<sent-1> article 632
a contract for work become effective when one of the parties promises to complete work and the other party promises to pay remuneration for the outcome of the work.<sent-1> <sent-2> the contractor may not claim his/her remuneration without the specified consent of remuneration amount.<sent-2>",0
"<sent-1> article 649
if costs will be incurred in administering the mandated business, the mandator must, at the request of the mandatary, pay an advance for those costs.<sent-1> <sent-2> if costs will be incurred in administering the mandated business, the mandator must, at the request of the mandatary, pay an advance for those costs.<sent-2>",1
"<sent-1> article 656
the provisions of this section apply mutatis mutandis to entrustments of business that do not constitute juridical acts.
article 648
(1) in the absence of any special agreements, the mandatary may not claim remuneration from the mandator.
(2) if a mandatary is to receive remuneration, the mandatary may not claim this until after having performed the mandated business;provided, however, that if the remuneration is specified with reference to period, the provisions of article 624, paragraph (2) apply mutatis mutandis.
(3) in the following cases, the mandatary may demand remuneration in proportion to the performance already completed:
(i) if the mandatary is no longer able to perform the mandated business due to any grounds not attributable to the mandator; or
(ii) if the mandate is terminated during the course of performance.<sent-1> <sent-2> a mandatary of a quasi-mandate contract may not claim remuneration from a mandator before performance, even with special agreements that a mandatary may claim remuneration before he/she administers the mandated business.<sent-2>",0
"<sent-1> article 659
a gratuitous bailee bears a duty to keep the bailed thing while exercising the same level of care that the bailee would exercise for their own property.<sent-1> <sent-2> when a merchant receives a deposit within the scope of his/her business, he/she shall have the due care of a prudent manager for the deposited goods even when he/she will not receive any remuneration.<sent-2>",1
"<sent-1> article 715
(1) a person that employs another person for a business undertaking is liable to compensate for damage inflicted on a third party by that person's employees with respect to the execution of that business;provided, however, that this does not apply if the employer exercised reasonable care in appointing the employee or in supervising the business, or if the damage could not have been avoided even if the employer had exercised reasonable care.
(2) a person that supervises a business on behalf of the employer also has the liability referred to in the preceding paragraph.
(3) the provisions of the preceding two paragraphs do not preclude the employer or supervisor from exercising their right to reimbursement against the employee.<sent-1> <sent-2> in the case where b who is employed by a inflicted damages on a third party c with respect to the execution of that business, if a performed the obligation to compensate the damages to c, a's right to reimbursement to b shall not accrue.<sent-2>",0
"<sent-1> article 716
a party ordering work is not liable to compensate for damage a contractor inflicted on a third party with respect to that work;provided, however, that this does not apply if the party ordering work is negligent with regards to the order or instructions.<sent-1> <sent-2> in the case where a contractor b who concluded a contract for work with a inflicted damages on a third party c with respect to the execution of his/her work, if there is a's negligence in order or instructions, a is liable for the damages as the party ordering work.<sent-2>",1
"<sent-1> article 96
(1) a manifestation of intention based on fraud or duress is voidable.
(2) if a third party commits a fraud inducing a first party to make a manifestation of intention to a second party, that manifestation of intention is voidable only if the second party knew or could have known that fact.
(3) the rescission of a manifestation of intention induced by fraud under the provisions of the preceding two paragraphs may not be duly asserted against a third party in good faith acting without negligence.<sent-1> <sent-2> in cases where duress was induced by a third party, if the counterparty of the manifestation of intention does not know of that fact, the person who makes the manifestation cannot rescind the manifestation of intention.<sent-2>",0
"<sent-1> article 96
(1) a manifestation of intention based on fraud or duress is voidable.
(2) if a third party commits a fraud inducing a first party to make a manifestation of intention to a second party, that manifestation of intention is voidable only if the second party knew or could have known that fact.
(3) the rescission of a manifestation of intention induced by fraud under the provisions of the preceding two paragraphs may not be duly asserted against a third party in good faith acting without negligence.
article 709
a person that has intentionally or negligently infringed the rights or legally protected interests of another person is liable to compensate for damage resulting in consequence.<sent-1> <sent-2> in cases where the person who makes the manifestation believes a fictitious explanation of the counterparty and makes a manifestation of intention, if there was no intention of fraud for the counterparty, the person who makes the manifestation will not be rescued under civil code.<sent-2>",0
"<sent-1> article 96
(1) a manifestation of intention based on fraud or duress is voidable.
(2) if a third party commits a fraud inducing a first party to make a manifestation of intention to a second party, that manifestation of intention is voidable only if the second party knew or could have known that fact.
(3) the rescission of a manifestation of intention induced by fraud under the provisions of the preceding two paragraphs may not be duly asserted against a third party in good faith acting without negligence.<sent-1> <sent-2> in cases where the person who makes the manifestation forms a contract based on the fraud of the other person, even if the obligation of the other person is not yet executed based on the contract, the person who makes the manifestation cannot refused execution of his or her obligation for reason of fraud as long as the manifestation of intention is not rescinded.<sent-2>",1
"<sent-1> article 96
(1) a manifestation of intention based on fraud or duress is voidable.
(2) if a third party commits a fraud inducing a first party to make a manifestation of intention to a second party, that manifestation of intention is voidable only if the second party knew or could have known that fact.
(3) the rescission of a manifestation of intention induced by fraud under the provisions of the preceding two paragraphs may not be duly asserted against a third party in good faith acting without negligence.<sent-1> <sent-2> in cases where a buyer who deceives a seller receives the transfer of ownership of land, before the seller rescinds his or her manifestation of intention due to fraud, even if someone has accepted the establishment of a mortgage of the land without knowing of the fraud, the seller can revoke the manifestation of intention.<sent-2>",1
